# p/CPU_CYCLES p/INST_RETIRED p/BUS_ACCESS p/L1D_CACHE_REFILL p/L1D_CACHE p/L1D_CACHE_WB_VICTIM p/L2D_CACHE_REFILL p/L2D_CACHE p/L2D_CACHE_WB_VICTIM 
   16386300857    18944923397    979554387          175765262  8802268477             107805073           84363748   794617094             197721234 
   23813572899    28828039319   1773464228          242232052 13699915676             153578723          155096727  1137216590             343553860 
   22665562933    28627125340   1803782694          234133098 13453135944             151367163          143214863  1088558377             361372163 
   22642637396    28470181433   1786101431          232668727 13391406626             149489472          143641478  1084766780             355014497 
   23340713817    29406868088   1831837480          234254778 13868041507             148040973          149546232  1118594877             355091177 
   23433325518    29393832367   1837456002          236543846 13860369809             150138558          151500644  1122316641             357271336 
   22280690985    27844456676   1789498894          231755607 13052744499             148981430          142382903  1074217708             357391477 
   23069126993    28979097395   1821000576          235248778 13628907269             150468424          147343755  1104919189             359795683 
   23134839901    29301537236   1825222958          232262599 13831218693             147649241          146321203  1110436085             356249794 
   23218624603    29724436710   1811885549          230682131 14034065137             147031630          146032296  1103419607             353945138 
   22920092629    29099392323   1807119019          232374880 13705289036             148621832          144180187  1093450605             357206501 
   22935864035    28702443447   1825573610          235428608 13482836143             150535665          147938028  1106951562             358319905 
   22387784036    28263806632   1788387884          229351964 13277326639             147463353          140797866  1074321602             356794581 
   22935291612    28752622053   1825262136          234174791 13543685999             149121117          146685355  1107737973             357484849 
   23211044690    29253342958   1819336349          232333762 13772379695             147801282          144014589  1103485158             358952971 
   22831423313    28872947358   1814243728          232257191 13559910314             149123825          142883329  1093975436             360312751 
   23329867327    29531238439   1829862585          234237891 13919308880             149182975          148507035  1109805072             356401717 
   22938521514    28501337577   1823561981          235218095 13410499166             149710589          149809643  1107388318             355620590 
   22475822834    28429957237   1790644968          230600355 13342591484             148282151          142670669  1076199370             355570758 
   22589661305    28614515351   1789395873          229419963 13491594648             146307890          143324717  1085469318             351239670 
   22998061913    29149673918   1783251942          228777967 13788803024             144010586          148015828  1098078428             342740210 
   23026403691    28922772965   1827288637          234539941 13608153964             149677536          146907792  1103271175             358136912 
   22578709257    28375605977   1793676648          231603485 13316933313             148714973          143639699  1081732315             355183457 
   23379005299    30006186897   1823540740          230525786 14189637428             146579488          146349004  1110154312             354257810 
   21282060506    26071837332   1756198871          230380542 12144474957             150116518          135796403  1038157903             359899608 
   23423799401    29146439799   1849950392          235250939 13748762808             148168407          145899763  1134303606             362608408 
   23063069146    28849587532   1834143227          237501246 13559801969             152326159          147464991  1105163407             361531115 
   23213630208    29529476939   1826795546          231473934 13947765066             146769476          147321628  1110133505             354742680 
   22155203597    27728113037   1770376180          227859039 13041089868             145108928          142075080  1071751983             348459740 
   23379107831    29611980166   1852639357          236124912 13951948933             150818822          146519604  1118267155             363851599 
   22857761556    28747839609   1824630898          235270699 13499718034             151168139          144820873  1095088389             361549926 
   22744896363    28809566031   1803652811          231165062 13571474153             147939021          143019761  1089059625             355026782 
   22583490139    28420161475   1806909697          230470582 13382479763             147208413          142741338  1089808359             355893902 
   22775829108    28474241053   1816126071          234386119 13393404064             149890015          146819979  1093803616             357853642 
   22767479598    28614273419   1813412745          233409374 13455427418             148930206          146014181  1095362119             355929936 
   22832814661    28735304461   1806610423          231420017 13519972913             147121354          145907356  1096236592             353390194 
   23635688239    29910431007   1855257486          237547314 14098684165             151249410          149065511  1124718815             362450160 
   23337068024    29776812874   1822118919          232018716 14035965692             147820738          146368577  1101509887             356111683 
   22850993697    28904610718   1814056732          233671816 13566834583             150167587          143842185  1091011499             361202448 
   18681687421    20604674857   1510510903          211299026  9546441583             132224864          131154722   964823411             304442467 
       2338669        1628246       113444              21170      533578                  6621              24469      132115                 16380 
