# p/CPU_CYCLES p/INST_RETIRED p/BUS_ACCESS p/L1D_CACHE_REFILL p/L1D_CACHE p/L1D_CACHE_WB_VICTIM p/L2D_CACHE_REFILL p/L2D_CACHE p/L2D_CACHE_WB_VICTIM 
   17084829067    19795917987   1016908386          180333772  9221870596             110144688           87682943   825193994             204103039 
   20985229006    25022330269   1686037544          221938565 11775399100             142191812          146319245  1058543636             330304649 
   22534071510    26746288469   1839340329          239634484 12586361569             150537493          168375686  1167757125             343392287 
   23549915496    27369149344   1912244531          250784046 12912104492             155846730          174103023  1226034322             356836672 
   23913586905    28959716826   1902766717          248455866 13663315037             157450861          153891206  1179331890             372706998 
   23820722657    29872695944   1867905401          239366310 14114738415             151966836          151241265  1145467271             363230204 
   22243631534    27768942922   1798253587          231686964 13028150167             149788272          141800478  1073729118             360664606 
   23247543456    28954210988   1841316528          237721929 13601240412             151761376          149601169  1113198126             362310076 
   23298467353    29416695604   1845525042          232997355 13904908558             148016905          148949266  1120592580             359511200 
   22706010146    27887923298   1824664033          235260804 13093358987             149834991          147932026  1101804500             358923783 
   22953378007    28263144439   1841855098          237777475 13281174303             151320057          150844518  1114059126             359630923 
   23788576062    29705436074   1871293778          241300474 13992894426             153132272          154102381  1137515144             361750308 
   23267329402    29040932502   1850236222          237148005 13653654389             151824516          149421174  1115077822             363793970 
   23805513094    30056745862   1866487132          237510595 14156996739             151001568          153602962  1130188547             361221512 
   23319732497    29756000018   1836172763          231457806 14038923999             148103211          145479172  1106556019             359484576 
   23185145405    28960938354   1845395765          237239279 13624247547             151423835          150483014  1116790000             360826584 
   22650515233    28408139852   1826014926          235486817 13322338746             152023144          145743978  1092074341             362914751 
   23108488165    28796558387   1845573614          235091754 13563851595             149712413          148287959  1114343627             361795636 
   23241559916    29255567127   1829412470          232145502 13822130192             147157087          147541985  1107336615             356059617 
   22976008221    28710909691   1841737185          238490412 13470857067             153996089          148242330  1101913283             364822230 
   23092430118    29065117416   1828897299          233822475 13676994961             149269443          147762620  1101909268             357578027 
   23519970724    30065833505   1841719961          232462468 14200349154             148352469          146380012  1114854910             360341506 
   23175878963    28991693630   1840669254          236023152 13642979837             150840562          147591173  1110879063             362032546 
   23442426425    29358572618   1861934339          237789784 13820327988             151565871          150839982  1124981547             363441800 
   22939651988    28752486285   1839290318          233292583 13537696873             149224229          143392880  1101836710             364469877 
   22350458945    27395652107   1828540460          237415702 12817745219             153003580          146917040  1093613695             365512454 
   23539194667    29563706807   1848118907          234152328 13952088625             148068513          151180308  1123315979             356434832 
   23135921321    28651628357   1854577414          238414102 13454973345             152482969          150777007  1118459685             363878716 
   23672017729    29576392477   1866228491          238314358 13935397229             151043981          152375310  1132138837             362402821 
   23077257156    29044333743   1839179700          233549715 13684417557             149000721          147536262  1111804092             359768578 
   23362452006    29054707676   1858462873          240173909 13642333065             153839692          151636450  1117766157             363464899 
   23093246836    28683849981   1844833409          236530892 13473216679             150878335          149983801  1114430884             363076354 
   22524483049    28195951615   1808850050          230713801 13247865539             148494335          142952690  1086606161             360100000 
   23644081720    29832010519   1868291853          234921313 14106400102             148491792          150741385  1138276022             361069268 
   23062739647    28808890264   1828969326          234528574 13549352524             149139597          150567178  1106843097             355302870 
   22963970040    28724909006   1847262240          236314861 13490278002             152295475          145708277  1104476108             367775574 
   22958252555    28977598192   1830675041          234558676 13621774392             150735335          145095450  1098180628             360460048 
   24154255477    30749671952   1874855877          237569980 14499285271             150750560          152414227  1138424420             361866029 
   22954241170    28720948910   1834175565          234348567 13481958403             150339464          146719965  1100420669             362401168 
    9374516419     8807370085    798173195          117844076  3978602068              73849575           73560661   521458884             165602760 
