# p/CPU_CYCLES p/INST_RETIRED p/BUS_ACCESS p/L1D_CACHE_REFILL p/L1D_CACHE p/L1D_CACHE_WB_VICTIM p/L2D_CACHE_REFILL p/L2D_CACHE p/L2D_CACHE_WB_VICTIM 
   15645755786    14059257202    880247244          212922133  6769810656             111826875          118534657  1167284846             163505516 
   24108222922    21031357707   1447116356          345579212 10292607852             183720009          200339365  1897974867             264169889 
   23416656346    20207658605   1398761796          337162698  9921777134             180093509          193004999  1883790489             255478887 
   22361689862    19228322691   1349477674          322537559  9449613855             171327360          184516667  1835658758             241009126 
   22908798021    19423898630   1383815820          331209195  9562809129             175091596          193578077  1896102930             242470168 
   23061551113    19460615444   1381681711          331335963  9593864737             174557109          197339023  1886950770             240315499 
   22645988016    19330201027   1378110660          327276448  9505739616             173934343          190396088  1876257602             245457668 
   22915228706    19429450110   1380682411          329904184  9574532375             173663285          194920547  1884616341             242182549 
    8308492505     6799152988    493381282          120325081  3343954405              63683272           64943931   708030250              90250066 
       2652845        2551663       106655              21748      549871                  7048              22897      136662                 14080 
