# p/CPU_CYCLES p/INST_RETIRED p/BUS_ACCESS p/L1D_CACHE_REFILL p/L1D_CACHE p/L1D_CACHE_WB_VICTIM p/L2D_CACHE_REFILL p/L2D_CACHE p/L2D_CACHE_WB_VICTIM 
   17488034452    20353522859   1008032088          183731021  9385635151             111443370           83415420   799802679             205007741 
   22074655527    26792750412   1790419659          234767217 12503253372             153061550          138968763  1053453758             367539533 
   23653125979    29432614756   1837101178          242080143 13869764789             154681938          146018578  1108942804             362100791 
   23407628104    29264848126   1858721806          239437888 13724124064             153595928          143466915  1096793048             372083170 
   22745094193    28610069307   1826396396          233889341 13404775479             150562017          140983772  1070145052             365741981 
   23250881459    29266794018   1866129983          237024935 13715751188             152443811          143209270  1090053985             372012262 
   23269898361    28827122462   1880550356          242762720 13452027161             156355997          144236304  1095927972             379363099 
   23125527341    28489748392   1882871654          242059503 13294259427             156035687          146481895  1096997948             377300044 
   23819036416    29791138100   1896416351          239505286 14013630247             151774191          147305873  1121719071             371739740 
   23544579396    29601937997   1890496378          241071000 13838554589             154999496          145287341  1105309176             377403816 
   23175942710    28714014066   1880461010          240334280 13405246797             153985955          147245503  1101228289             373528165 
   22869802192    28211805817   1863834867          239654254 13160823349             153838461          145080519  1091474538             372957904 
   21913755916    26464439137   1831375330          235869009 12295708461             153512831          136809602  1056485008             377723194 
   24401430116    30782972199   1923583252          241489006 14506147434             152413230          149469750  1146310298             374904801 
   23167263922    28688878753   1885286873          240440250 13400393815             154168312          144823863  1102361273             376628950 
   23181321096    29152390154   1865869129          237794401 13637179813             153323376          142523929  1089668342             373780762 
   23242351096    29226899073   1869714106          237986994 13689338701             153656586          142770704  1090245621             375297089 
   23716910291    29665347468   1913865261          243344844 13889720482             156017167          146788934  1118413395             380383411 
   23161497354    28910771328   1876905420          236440436 13552349602             151341435          141293993  1097377777             376050834 
   23301411382    29094102654   1877847535          239032134 13596231621             154380793          141364062  1092597022             379391938 
   22370663896    27743614494   1836841000          236015477 12925379373             153553826          136162628  1058064767             376950336 
   24308159952    30909213777   1921682884          241983802 14516915656             154891690          146188990  1129266433             381604535 
   22773856377    28473446961   1840072354          234749048 13312841679             151553671          138784839  1071482313             372867943 
   23103482035    28678715315   1876203226          241096719 13383220602             155725309          143157373  1094847564             379330028 
   24077809681    30734358693   1900591130          237864639 14465896170             151590026          144862296  1119032577             374474753 
   22920231317    28396511271   1881147165          242556772 13211776023             158275293          142119313  1083829484             383907738 
   23016621341    28319554261   1871260346          236637025 13232308011             150554023          142863558  1101692714             373042621 
   22589937369    27622795277   1866327129          241083041 12864262378             156296352          141818016  1082203205             380868581 
   23270495147    28857000073   1894776549          238823704 13512233470             153039229          142065898  1105940923             380586042 
   23177286030    28637444851   1898531418          241420174 13383068056             155483032          140803949  1105276120             385245050 
   23680890080    29424904501   1908964079          243019966 13802491577             154966210          147200284  1121168869             378410372 
   22958207158    28525093385   1872508551          238934698 13319067498             154004095          141073315  1086895913             379175628 
   23136269557    29247014875   1861406227          235811186 13715328258             152277405          138581182  1082624589             375496978 
   22923069057    28015539214   1898224920          243024447 13066174928             156446039          145182132  1105122387             383536300 
   23608011536    29686678941   1883903332          238357432 13930476698             152792480          143115880  1104347608             375277063 
   23138986063    28908412150   1871156903          239164070 13517750801             154548502          140582021  1085420501             378438770 
   23340630737    29148400779   1879633494          242327065 13605579721             156061139          143964525  1096722996             376705999 
    6642649825     4776938706    583352371           89568542  2068094549              52313813           59595601   384705134             118836507 
       2518198        1632755       118237              22933      511746                  6773              25874      139918                 16277 
