# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/BR_MIS_PRED_RS p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
   10148508910     7427980871  8742178148          2002523          17586658         16934986             2003756716 
   25301425089    16757204083 21213930245          9195602          50492479         47833341             5916420714 
   24114920855    15551135762 20137331957          9983741          50394332         47570682             5662161246 
   24121768716    15743259531 20305564378          9936816          50379005         47564875             5897917508 
   23892080472    15579946667 20117414259          9892279          49900178         47102175             5847950850 
   24007360478    15621584921 20193444282          9949912          50120652         47296943             5838938523 
   24811244478    16063328828 20785397556         10211600          52235619         49351565             5839196916 
   24008841730    15691102230 20208683555          9806750          50236700         47463408             5841355050 
   20455828622    13562098152 17090824577          7096582          39850061         37711385             4578073200 
       4875056        3339035     4006163              301              3510             3349                 428618 
