# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/BR_MIS_PRED_RS p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
   10561296077     7671986511  9074399605          2193456          18621465         17896123             2137908487 
   24585700347    16259524380 20570313998          8905032          48619578         46043020             5695397132 
   24067609216    15718521980 20257943484          9812243          49925353         47157285             5958028026 
   24222377656    15922661447 20496279686          9902706          50239178         47427330             6141712800 
   24012720954    15789097396 20333398737          9853128          49828752         47012904             6104859489 
   24054105941    15482819197 20095683737         10045653          50369988         47508494             5716152206 
   24097303677    15694506319 20277202793          9924018          50370503         47543782             5883846472 
   24392870604    15922771944 20557834707         10096192          50812650         47935290             6057020316 
   21440915517    14036868994 17789286865          7563514          41933513         39638872             4683908220 
       4911526        3309346     3995444              277              3585             3439                 425536 
