# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/BR_MIS_PRED_RS p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
   10093293596     8370604885  9558498337          1588639          13721137         13133051             3371297980 
   26798375506    21365505821 24548148335          4749204          36063089         34256764             9101690758 
   26983126330    21309386492 24614506082          5039063          36586790         34702339             9026836239 
   26461102700    20767003047 24132232158          5233824          35933710         34064147             8930659872 
   22998832939    17904379178 21174559492          5228222          31228894         29405956             8389079440 
   23190775301    18777386427 22218002595          5810300          32935472         30953092             9579665126 
   22930424202    18744781050 22177028663          5837748          33048524         31056686             9751421211 
   22934460733    18730873334 22195491806          5908376          33168634         31153263             9802638892 
   23344761490    19022193323 22541735504          5995212          33626223         31585145             9929120975 
   23205947863    18726027459 22206295043          5861623          33171138         31172216             9636518621 
   22247251238    17840177342 21140586070          5532214          31592274         29699492             9081032314 
   21347478099    17113959517 20332261767          5401662          30309024         28459233             8759887311 
   19495346574    15659514355 18699645766          5149786          27669227         25914621             8192088083 
   20389691033    16477434269 19623724834          5323916          29188249         27376986             8640060480 
    6644289073     4691349735  5540095814          1046653           9473938          8947605             1473789999 
       4087123        2671071     3209276              274              2770             2613                 324023 
