# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/BR_MIS_PRED_RS p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
   12081976057    13095447440 14028911649           894899           7313234          6989637             8053148851 
   22608868829    23226641869 24591958961          1336113          12242481         11682421            13556081031 
   22926872667    24061296715 25419202409          1366921          12230147         11633547            14299475136 
   25505726835    26770033205 28251691572          1508008          13766063         13086337            16181319559 
   24154284642    25398992750 26808479500          1448120          13203247         12565898            15236429760 
   24705363281    26180432945 27593745890          1429115          13376756         12747389            15805790181 
   24181242373    25636157755 27026496654          1415232          13047471         12422998            15505987506 
   24865643717    26544201009 27965688853          1468672          13394649         12743661            16341027985 
   23706522535    24970727899 26334072338          1385241          12583239         11984933            14893255083 
   25155261003    26713790669 28158142933          1484882          13697539         13035386            16395185383 
   24263467048    25685608191 27081313903          1446427          13123498         12485019            15660745434 
   24590975300    25942070492 27352465922          1413934          13466997         12835047            15522937352 
   24282777802    25597605588 26990219326          1408020          13170835         12538425            15377850770 
   24336136785    25642402682 27067283016          1489517          13312856         12660618            15550802347 
   24162510181    25519091206 26912572950          1434545          12958067         12334935            15439483235 
   25155074789    26402335674 27861336275          1506031          13990234         13327674            15835955306 
   24365466538    25594013944 27004526074          1453640          13024420         12387449            15359614464 
   24495927962    25741162825 27154346568          1460204          13183742         12537860            15516603811 
   24884927597    25929522488 27395783023          1518067          13760632         13098862            15356386543 
   24936211300    26485187362 27909540031          1502987          13486460         12840586            16272705975 
   24832447149    26078435264 27500248445          1444443          13551655         12902597            15647595003 
   24505363080    25536006457 26951269212          1441491          13471564         12837313            15074443845 
   25293885677    26635868954 28111466071          1558131          13751616         13064453            16277766686 
   24856325333    26049795535 27506932224          1506940          13645353         12982233            15581334833 
   24135819748    25309407033 26716895816          1460075          13024071         12387293            15174319609 
   25011779749    26007472778 27471030386          1505251          13855492         13179694            15340945478 
   25091764917    26448349489 27886631307          1490555          13856786         13184977            16188322524 
   23755282949    24814959870 26188069829          1382810          12569369         11968561            14558081629 
   24869776051    25983203779 27422979154          1476629          13968395         13319769            15441849950 
   24678686671    26050784467 27472257923          1487012          13185381         12538078            15823574910 
   25091257044    26323926176 27773520258          1503523          13830823         13167647            15886496545 
   24203939126    25211680603 26604962125          1405454          12900884         12284739            14869655510 
   24958308809    26273806248 27729359221          1553676          13648268         12973952            15990481737 
   24611918812    25878680555 27301290116          1478517          13313040         12666476            15638694238 
   24476785922    25718044659 27149249945          1498201          13412591         12756503            15602529803 
   24286369091    25636763461 27034483211          1448510          13158113         12519279            15518228046 
   24269249839    25630730585 27017350442          1412435          13057183         12431146            15475161172 
   24295964520    25380103983 26787398349          1443665          13217931         12580700            15106354670 
   24421011207    25489228186 26906937779          1452661          13163838         12528434            15135503008 
   24324770436    25601439995 27030024835          1508426          13239628         12577332            15582549905 
   24229882820    25382091249 26788476737          1450761          13253515         12622435            15199600511 
   24572855554    25695059410 27116594590          1459416          13637220         12992343            15350636441 
   21720431956    20320214244 21814322288          1483853          15300292         14575682             9991988472 
    3077288290     2300904051  2536810759           166650           3087803          2980190              318837571 
       3905913        2601737     3115766              262              2531             2418                 326842 
