# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/BR_MIS_PRED_RS p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
   11353853434    12756874234 13489851499           643237           6873608          6604765             7980598287 
   23065317107    24419342988 25713766973          1098535          11195668         10739627            14478108265 
   24818288329    27039440829 28383611022          1141958          12956030         12445946            16779194898 
   25587192513    28793140153 30129849326          1121267          13745432         13213962            18378936630 
   24839141615    28048974366 29347264966          1080844          13013976         12498242            17825226054 
   25036377815    27903861644 29226049036          1107809          13549263         13026631            17499000782 
   24214700019    27091746487 28352207435          1035104          12442695         11952586            16978264793 
   25440446059    28374500859 29709017527          1125910          13984203         13436943            17877450359 
   25113799048    28048605118 29364785813          1098856          13471366         12947188            17681878250 
   23653909487    25870859026 27131182048          1027434          12406015         11929858            15651338473 
   24553660791    26906464316 28205364302          1095060          12961084         12445583            16631374817 
   25666209668    29067784233 30417721411          1167282          13867263         13300867            18819441985 
   24624778759    27267689039 28565914274          1085919          13088296         12572131            17008305251 
   24444301890    26989937369 28278433151          1081042          12932679         12427312            16824466743 
   24805308597    27804327380 29088840202          1058480          12963049         12465262            17560674205 
   24922947295    28024096129 29307732651          1072955          13237368         12731565            17888638661 
   24158367635    27020665177 28291853233          1061362          12679389         12170559            17069727508 
   24924812212    27513865921 28822168927          1082099          13276805         12760352            17020838534 
   24862365738    27666766675 28973988863          1109469          13086417         12562332            17539057829 
   24253861058    26733675710 28020811801          1077438          12742792         12234527            16629607333 
   24829706952    27848817297 29138494001          1100640          12920601         12407482            17783881468 
   24816938058    27729128737 29019970635          1068763          13119985         12605871            17381326682 
   24724387493    27687003397 28967446413          1073959          12725987         12213914            17686912655 
   25220627431    28172824803 29482307956          1089556          13437024         12915707            17708214406 
   24477989435    27398539816 28676742002          1073867          12831379         12322749            17321349701 
   24158612287    26778866340 28042618718          1044332          12428937         11935322            16641808545 
   25196190314    28443927457 29746048657          1114093          13135189         12616234            18414227563 
   23380623361    25694246037 26935833000          1037162          12128449         11638729            15921181034 
   24538486256    27095838859 28397539343          1108218          12840375         12321311            16927832375 
   23982649719    26530565493 27772418365          1029311          12513245         12035341            16545525331 
   24961138657    28046389407 29337554523          1086604          13047170         12524561            17935091368 
   24546746843    27484410132 28763900313          1068416          12777654         12275333            17408230906 
   24201354582    26714051232 27972440838          1031567          12515213         12033351            16580665075 
   25141342571    28146872190 29450048754          1090248          13192432         12671092            17885124196 
   24210611199    26381308618 27683210129          1118101          12773279         12256067            16205427325 
   25269820246    28493585036 29811301189          1112776          13322837         12779487            18284244285 
   24716067591    27476373521 28729502801           995047          12981187         12509448            16912787352 
   24776696206    27822979832 29125320117          1116992          12867829         12338998            17847922269 
   25401875378    28666728199 29977268599          1106089          13464797         12936100            18404889970 
   25292733228    28145425868 29458591325          1083217          13656945         13130763            17599425315 
   25211789373    28487047313 29793972712          1106999          13199816         12676209            18165601380 
   24593492086    27341135069 28621236058          1058896          12752078         12254141            17150530168 
   24719195214    27109324100 28391251425          1054416          12961463         12466793            16703964480 
   22093334963    22079294667 23451100568          1149310          15417770         14780620            11683106556 
    2917836035     2195587161  2420674028           165312           2878678          2765678              305082529 
       3709179        2429646     2926464              212              2527             2378                 292667 
