# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/BR_MIS_PRED_RS p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
    9391170649     6595877973  8136342178          2798162          18921599         18114026             1950444051 
   23925556317    15148678005 19757072863         10241259          52989446         50058383             5147027065 
   24182246486    15277238060 19968473631         10474166          53778673         50779384             5238462073 
   24284580844    15338873131 20075077188         10584588          54020277         50995596             5268215123 
   23969756839    15145419849 19808011052         10428646          53347726         50370728             5205082661 
   24626547542    15578763984 20358106615         10616418          54794887         51769379             5325110617 
   23968684914    15144727334 19808050332         10442639          53343973         50370063             5217024168 
   24578876901    15552670804 20333627089         10678114          54659694         51623514             5329690379 
    4881534683     3402727296  3989838175           719385           7595771          7214245              779947494 
       5460524        4141524     4744392              219              2713             2578                1856116 
