# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/BR_MIS_PRED_RS p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
   10672159502     8878537339  9958891712          1231618          14074572         13568522             3227358252 
   26634362083    21683667847 24543129643          3471802          35828904         34436079             9067686331 
   27401075607    22159131777 25182783444          3741882          37009705         35534163             9273721726 
   25008962323    20147291598 23141565148          3848826          34082678         32666705             8795676327 
   26611831105    21223585213 24339683420          3922309          35790465         34318378             8844361114 
   25978429670    20841480899 23966029389          4020776          35621973         34175444             9046690224 
   23964652026    19406521872 22515572193          4071599          33204562         31823815             9093213498 
   22979931627    19202263947 22235370948          4009282          33155789         31802867             9531904758 
   22856051245    19114213621 22138686679          4007053          33032365         31683005             9514535399 
   23244527275    19332460320 22427789981          4111502          33492747         32106349             9583821434 
   22711989120    18975356269 21993964062          3989353          32940423         31604417             9465636815 
   23288217286    19427388109 22527545799          4156893          33673589         32277285             9678733549 
   22702875615    18966284022 21976790111          3989277          32866565         31523772             9440638009 
   17460433508    13891134591 16091010150          2661914          25336373         24297018             5933894855 
       4788441        2982780     3619586              298              3465             3300                 392066 
