# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/BR_MIS_PRED_RS p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
    9494356075     6633270643  8230657298          2935817          18973045         18170955             1990770512 
   24089893749    15281454378 19888316441         10222051          53273238         50464570             5156514877 
   24070681086    15223440382 19870439979         10386369          53427159         50587270             5193495573 
   24709421882    15649745548 20406137721         10600868          54940018         52054908             5330280658 
   23989537935    15196926708 19810014002         10309133          53386703         50600911             5185273291 
   24088489291    15237843541 19891543645         10437748          53549346         50707848             5223749896 
   24342448456    15397543588 20108125393         10565717          54150239         51267849             5267795213 
   23978136042    15179872066 19794096166         10337590          53361940         50540836             5183035217 
    5172053038     3579698531  4225117090           856196           8115943          7721805              829387159 
       4000424        2720595     3235082              234              2702             2553                 295920 
