# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/BR_MIS_PRED_RS p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
    9396563359     6563697391  8148055832          2932017          18771107         17984541             1978078075 
   24031295816    15168369134 19844336252         10587805          52991441         50196331             5194921609 
   24275139079    15241506976 20020861432         10996935          53651298         50739874             5304935280 
   24346381834    15294117198 20091925085         11014114          53842481         50936883             5319800590 
   24153617484    15187162498 19940551192         10933025          53484181         50615037             5278560870 
   24184632798    15219985419 19988989075         10990212          53591282         50715617             5297107134 
   24387077175    15346796124 20127841841         10967092          53986187         51095931             5323165359 
   24279154286    15282850290 20037109070         10908341          53770202         50895274             5299524353 
    5697924585     3906169965  4656709527          1080043           9281003          8830427              944082610 
       4063863        2599809     3136010              247              2743             2603                 325003 
