# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/BR_MIS_PRED_RS p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
   16674012556    19695735241 20690006632           853651          11436099         11396693            13777640496 
   23863607904    28130645473 29447687972          1050667          14991875         14771477            20249180498 
   22990357070    28701162401 29892846025           986011          14676730         14456569            21293745984 
   23009488447    29381365667 30504402062           874400          13767593         13571746            22130736116 
   23181052614    29378019661 30546530142           933261          14941729         14716393            22154877338 
   23190119607    28975000965 30119741654           892017          14331348         14142146            21452155249 
   23846412503    30460793018 31601693428           888803          14488712         14300355            22943492199 
   23164011372    29667224721 30785616571           881576          13944440         13752708            22462157676 
   22826138753    28143592949 29280638369           883271          13907305         13716629            20632376484 
   23873445680    30140267203 31311850972           912284          15242206         15023075            22597130642 
   23847605421    30098683031 31260071940           904221          17419129         17207271            22466137062 
   23353647046    28933720277 30121446065           946293          15182656         14962922            21514254569 
   22882158654    28116019546 29246167079           861795          14241202         14058859            20530539137 
   24061198628    30335195445 31510367748           931258          15253353         15040087            22892034018 
   22980176032    28278672436 29404023901           871583          13877671         13698929            20635745178 
   23997900530    30439608240 31645891502           981001          15653042         15409072            23225624014 
   22362791051    27644126466 28706767299           799406          13198717         13045494            20104750212 
   22695471871    28098504642 29203365155           845795          13978930         13803182            20534352022 
   23995992326    30537454045 31672863211           892771          14610337         14415865            23213787624 
   23672908988    29778187491 30932064345           897431          15061228         14854125            22276149894 
   23544923834    29432082792 30558742887           876491          14683758         14503708            21831600680 
   22961006054    28674553666 29775919140           843399          13961730         13783649            21306646413 
   23554463250    29224365402 30355765652           867825          15035612         14848327            21707199753 
   23146417014    28686778344 29816657934           861883          14019703         13834734            21139172242 
   23365680308    29226637637 30361805533           889794          14650098         14455403            21867580243 
   23083930023    28276819041 29425381935           888100          14788485         14580001            20680694857 
   23092749215    29276851255 30373900056           835218          13767680         13599228            21829306638 
   23753143647    30176527683 31303608643           911119          14209279         14020001            22910340885 
   23760159404    29379181557 30579787857           929106          15142186         14917075            21745227406 
   23522248842    29391069715 30535867698           890458          14820940         14625683            21892069115 
   23880576415    30153933863 31311064076           896503          14908611         14699651            22586079397 
   23687395172    29502472818 30687653859           941007          15469018         15237967            22027275369 
   22492048076    28089247456 29178871078           816032          13710365         13538260            20606156207 
   22736825977    27668272121 28806442989           884852          14262746         14058828            20137896031 
   23266701349    28664589945 29821702648           920390          14721294         14517254            21240980333 
   23661967762    30040582050 31170707579           883877          14611937         14424129            22505178425 
   23571486034    29710729910 30845511261           891066          14671299         14484768            22285737316 
   23609700761    29472734886 30629661754           899454          15141381         14938051            21962604176 
   19204296193    21151692535 22389990887           996452          18828697         18536538            14339497274 
       2731963        1889608     2433464              163              3136             3126                 352074 
