# p/CPU_CYCLES p/INST_RETIRED p/BUS_ACCESS p/L1D_CACHE_REFILL p/L1D_CACHE p/L1D_CACHE_WB_VICTIM p/L2D_CACHE_REFILL p/L2D_CACHE p/L2D_CACHE_WB_VICTIM 
   17838742696    21120088605   1056926012          182967643  9604728745             115065060           82086951   788690966             219863834 
   21656303548    27458408953   1722079655          223843294 12724709105             148641831          124746043  1012834398             360229659 
   20840326954    26656950997   1645181275          206994486 12435228786             132499797          132496024  1020494995             315744420 
   20767518300    26352333173   1688036320          211968087 12258059225             137729067          132903485  1014741422             332878147 
   21317963394    28107265943   1701841182          209876048 13157627241             136530037          132810012  1029079431             330302942 
   21764051080    27771906298   1808357473          225549845 12875348071             148065952          136816847  1057044539             364276246 
   21163167117    27653661156   1695178234          211109353 12906280177             137177179          131682705  1024227015             332985700 
   21204299399    27343068880   1728634951          214448012 12748289644             139462716          135424793  1041460499             337246726 
   21915412973    28883625766   1752919358          216425512 13460419270             142301811          132250512  1039320049             350019314 
   21455912935    28301326193   1724554597          212296377 13214723396             139386616          132448645  1024093333             339215252 
   21788253460    28109059388   1775283499          220962968 13045422715             145371147          132179430  1039730628             359307403 
   21383234444    28291483265   1692334168          207579778 13270539413             135006552          133277698  1028708326             325354993 
   21692660030    28044040676   1774512189          219108194 13066000259             143181056          136541651  1054844052             350200667 
   21355196747    28064033241   1718390911          211775389 13106594399             138752399          132289637  1024114321             337943112 
   21715778575    28270184494   1762190773          217560302 13188400183             142621158          135661485  1046545720             347341645 
   22240204843    29728773183   1752634813          214697006 13902482171             141334542          131195953  1040234020             348425986 
   21417207077    27577558726   1767810553          219513738 12813399791             144320109          133150371  1036428578             355972139 
   21532959172    28271493926   1732725471          213242360 13235710747             138850510          135229080  1045326003             336563088 
   21474293197    28325561516   1712765892          211088912 13247385982             137700752          133149324  1029632139             334745042 
   22436149699    29475380441   1796408024          220522124 13758007120             144905762          135527387  1062131816             357321996 
   21069028703    27405547636   1701627688          211472330 12798718076             138305873          132950274  1019669664             334262574 
   21880715632    28583581467   1774222732          219399734 13324721141             144270894          135256696  1047613410             352731571 
   21965237047    28904836392   1756911482          216336980 13518973198             141444643          134447854  1052058270             345023343 
   21278491543    27657009048   1736740418          214089586 12890457734             140039246          134699934  1031346509             339705794 
   22255343232    29685225813   1758383730          215254497 13876896311             141270671          132944641  1045679864             346880526 
   21550254027    27927996621   1756813557          217351780 13022635761             142024183          134303405  1042906284             347645879 
   21897314802    28266823662   1796995389          223004463 13131133272             146103737          136438522  1059096790             359525424 
   22052606256    28486483108   1786078754          222658735 13252658831             145761987          137028352  1062949917             357535422 
   21721405874    28693009086   1733353570          212107498 13456537449             137372512          135978392  1051549828             332451479 
   21989333251    28860305420   1764085965          217438180 13465103942             142792602          135359820  1045270460             347368518 
   21517928536    27734078062   1766462564          218671360 12911299384             143276414          135981462  1044024363             349655539 
   21827238623    28865852958   1743845375          213662798 13506066080             139280580          134366886  1048646650             339950134 
   22419705455    29604832832   1792504493          220178114 13822149200             145062216          134152896  1056456591             356419233 
   21209025809    27629442763   1708280529          211483212 12917548441             137849314          134961579  1027751149             331604379 
   22010443752    28524810104   1795352155          221503075 13291465482             145246866          137799415  1061455662             354178932 
   21730484918    28582035016   1739621111          214089837 13339509953             140283075          133906872  1034996322             341956648 
   22436771950    29118160311   1821760261          224687731 13572110823             147722901          137677895  1071818800             362257602 
   21150363546    27477547875   1726726135          212481249 12846884986             137540636          136229568  1046341750             333146492 
   21761170728    28339128250   1772559248          219254516 13210091789             143660857          136534848  1050295821             349718435 
    4503103811     3434671639    470936862           58183120  1446116254              32569596           40757679   302062854              99192893 
