# p/CPU_CYCLES p/INST_RETIRED p/BR_MIS_PRED  p/BR_PRED p/L1I_CACHE p/L1I_TLB_REFILL p/L1I_CACHE_REFILL p/L1D_TLB_REFILL 
   17649114957    20532574249      18567301 4734515187  8797095258          7952467           77353071         19289288 
   22409297573    27712305951      18157278 6341909856 12138641518          8732872           65632863         21561536 
   24687999537    31931696332      21414554 7404149445 14280487540          9609146           76748045         24303779 
   25498549511    33916880566      20495592 7930240575 15313371127          9945327           74391223         24504821 
   24438755019    32411810969      19816133 7566111689 14611888476          9374173           71001644         23679487 
   23776640013    31099422601      19651002 7222400112 13934551042          8979391           69163688         23077550 
   23902671686    31745592164      17649722 7372163562 14250081272          8675377           62973951         22509805 
   24156864387    31892241044      19103064 7423676382 14336135653          9115584           68552942         23659102 
   23678461507    31343286067      18732448 7283068294 14067190335          9020212           66314044         23032230 
   24359153741    32447862489      20459258 7589337499 14657751369          9453069           72533419         23833704 
   23823290903    31627092431      19185368 7389227825 14259156657          9072780           67981714         23018200 
   23650510729    31099091476      18334984 7219705462 13929417414          8660206           65298667         22819518 
   24189232038    31815602122      19529372 7411800926 14298932006          9349589           70174368         23817042 
   23979662777    31401494526      20153300 7312395036 14123067373          9180452           70909695         23594308 
   23870023135    31659086585      18289853 7373824047 14232122563          8835054           65453886         22969058 
   24723119360    33252005263      19165940 7790708504 15062892489          9557345           69317728         23782915 
   24348690799    32656042133      18656763 7637540873 14761337391          8965580           66644979         23116113 
   23952366454    32040455940      17945454 7482647014 14434833394          8967681           64291295         22980665 
   23359832570    30354016003      19092541 7039030343 13557612527          8643921           66624315         22728987 
   24127560696    32153043504      18472024 7490574835 14490963127          9019262           65423061         22942068 
   23732887752    31475681181      18480619 7315602019 14130179423          8687252           65110326         22707901 
   24680509403    33316299717      18993578 7799207638 15102031560          9433249           68280222         23654335 
   22922605699    29744462896      17221918 6862913468 13225953599          8320807           60750445         22186832 
   24269330745    32370457294      19090828 7543431932 14586245387          9415765           69203482         23572897 
   24365773730    32155415805      19660760 7498982540 14461601488          9447241           70073984         24032173 
   23822158227    31516741718      17348175 7330674928 14143329203          8874151           62901007         23235242 
   24784612457    33028547517      19793946 7723884885 14943301742          9350539           70778973         23905552 
   23469847619    30887660164      19199985 7178995333 13867849839          8600409           66515116         22533752 
   24308059723    32502317225      17615199 7576668563 14644966919          9051540           64053468         23272203 
   23950682944    31604372838      18667072 7350084204 14193539947          8971509           65890820         22950368 
   24572793624    32630715332      19032106 7615889829 14719023264          9276106           68384918         23841848 
   24001904413    31699065683      18085694 7372397871 14241708686          8965309           64918408         23069815 
   23342001030    30297049666      19311366 7018798547 13526756232          8751328           67353536         22963164 
   23715530642    30830116380      20116867 7156297365 13799240137          9483047           71790385         23941011 
   24340281256    32271088729      19315067 7534451314 14540189353          9564813           70228883         24385792 
   23912781009    31286555473      19471463 7274942148 14036836500          9137133           69135476         23805215 
   22225161009    27715570987      23006616 6384529864 12253688374         11146596           80150062         25133056 
    1144005289      846115310       2770589  172994629   291158225           989383            8913054          2334271 
