# p/CPU_CYCLES p/INST_RETIRED p/BR_MIS_PRED  p/BR_PRED p/L1I_CACHE p/L1I_TLB_REFILL p/L1I_CACHE_REFILL p/L1D_TLB_REFILL 
   16995714894    19944784388      15825634 4593074526  8518615431          7579496           70986156         18925730 
   24249691165    29708144250      20039866 6823380449 12982532284          9554380           74815246         23535543 
   24946987176    32598990577      19422341 7619323538 14624673084         10248905           74113332         24529731 
   22950318471    30819771646      17506219 7197082275 13914362724          8695156           64069034         21929399 
   23043648739    30944260539      17629977 7223713252 13957351564          8826607           64693238         22021834 
   22600408635    29351644611      18118891 6806439747 13097363432          8785400           64745360         22060615 
   22964827273    30561388776      17702522 7125975998 13758674890          8778513           64291895         22075406 
   23252832285    31157697292      18371270 7286082607 14085444689          9077636           66967034         22521828 
   23075243273    30681588133      17643045 7145639061 13792473871          8817850           64283340         22262154 
   23049194233    30703767357      17736388 7171060577 13847032614          8873870           64917323         22206187 
   23005569028    30452061471      18102680 7097367511 13685358528          8807489           65009951         22161198 
   23070118602    30927850197      17619170 7215932547 13945365223          8707541           64045396         21673400 
   23639487384    31323099164      18953747 7319293574 14122980193          9332800           68896676         23246491 
   23023202039    30288670899      17766273 7052864572 13594204001          8850998           63992481         22309072 
   22725114336    30038933414      16639780 6988617491 13467466402          8622439           61216636         22050580 
   23573165901    31281647144      18284562 7294056085 14080773107          9210068           66996855         22958621 
   23374040933    30798942019      18196275 7168606407 13827176265          9028957           65521486         22525401 
   23575833959    31357465555      18585463 7325539921 14145572655          9125728           67807539         22924892 
   22149055701    28359505052      17062765 6538202534 12559016463          8436111           61332160         21921468 
   24141895755    32526040301      18398184 7622967278 14745767070          9477886           68408205         23397383 
   23715174102    31427315078      18522313 7333748197 14163077689          9161233           67371605         22999799 
   23120738689    30500353389      18566332 7108539477 13721067482          9079670           67004301         22475500 
   23184661985    30734879993      17111290 7150526527 13804907565          8701227           62196882         22166600 
   23835866344    31863873032      18048394 7447158134 14394307587          9204145           66455854         22958240 
   23120244347    30828941780      16676476 7179959275 13867553844          8664428           61487464         22049184 
   23378935987    30938984860      18414611 7218908646 13922468477          9139970           66893987         22727394 
   23291071011    30620598909      18086438 7130215726 13748083012          9039006           66198595         22769961 
   23082839160    30543853199      17313192 7108079164 13715923057          8780230           63211745         22198350 
   23781060823    31452007272      18405265 7337201090 14158281029          9386779           68224703         23446265 
   22608431042    29964510882      16140879 6956767292 13422039592          8467568           58892943         21676150 
   23461948360    31190978343      17942542 7279131082 14058761099          9079536           66133837         22566347 
   23563006777    31685480367      16930898 7386100807 14272245583          8888578           62066890         22285905 
   23486623024    31141004640      17480147 7252493586 13997978587          8988245           63936188         22642389 
   22864815947    30051708131      16456505 6977228812 13450567813          8722742           60554021         22203033 
   22974304225    30603785016      17824214 7149456661 13786610149          8854372           64774356         22214307 
   23879647752    32021354345      18035124 7486086460 14454547007          9164352           65749532         22819619 
   22621307725    29894759796      16409378 6954733727 13402638781          8599929           60347582         21845288 
   23514239171    30991201500      17064677 7200790122 13878872395          8907972           62120705         22856575 
   11172720887    12342195251      15820911 2770963347  5235384664          7477875           54548458         15677616 
