# p/CPU_CYCLES p/INST_RETIRED p/BUS_ACCESS p/L1D_CACHE_REFILL p/L1D_CACHE p/L1D_CACHE_WB_VICTIM p/L2D_CACHE_REFILL p/L2D_CACHE p/L2D_CACHE_WB_VICTIM 
    9361156880     6849797665    114515192           63444655  4717063519              25397207           22565078   478592441              17562541 
   24168665251    15274470204    281237022          155177751 11550726704              62748039           59081066  1265584271              38477004 
   24061659679    15194490627    275123852          155145358 11492952075              62760764           57662599  1265495908              38038299 
   24068102863    15197952222    275329838          154475622 11500228615              62202760           57757264  1265731978              37438534 
   24410630211    15427168625    276183399          156950397 11670646496              63313125           57969981  1284696662              37999229 
   23722195354    14987151801    270382576          152579423 11330885132              61533000           56573723  1246892171              37078115 
   24501520524    15468414640    275585639          157580668 11705536326              63539396           57900617  1290045469              38112585 
   24111088976    15225552990    270822623          154928263 11514672779              62607973           56958990  1264346288              37791458 
    6245771564     4278094622     63060864           29423138  3227080943              11830311           14262608   228489280               8464461 
       4075443        2902341       124817              25088     1546766                  8371              27369      153253                 14066 
