# p/CPU_CYCLES p/INST_RETIRED p/BUS_ACCESS p/L1D_CACHE_REFILL p/L1D_CACHE p/L1D_CACHE_WB_VICTIM p/L2D_CACHE_REFILL p/L2D_CACHE p/L2D_CACHE_WB_VICTIM 
   10292323311     7509250036    158602559           64741715  5238390278              27354105           29375109   438442210              24555519 
   24909421031    16657226515    427986964          176854062 12126884289              78283681           80557797  1247692281              61821241 
   23887572151    15804301647    400822644          179295244 11485939144              80548072           70902148  1289883084              63343079 
   24487788220    16242232890    407180997          184687036 11822318385              82036047           72067190  1333544762              63911838 
   24632307307    16330058323    406933136          185237461 11877188454              82037153           72091618  1336634852              63454998 
   23614532351    15661436326    393766045          178104448 11389610699              79380468           69502327  1281602040              61872337 
   24469928262    16247486384    407738532          184308832 11819728951              82465465           72056409  1330161004              63200874 
   24069321083    15961634894    398909590          181194968 11615816771              81148653           70018229  1305135630              63009677 
   21230442463    14711667029    325618287          143620814 10546735761              63255142           59544374  1036903548              50689116 
       5084584        3524933       149445              29813     1990174                 10334              31760      195336                 21028 
