# p/CPU_CYCLES p/INST_RETIRED p/BUS_ACCESS p/L1D_CACHE_REFILL p/L1D_CACHE p/L1D_CACHE_WB_VICTIM p/L2D_CACHE_REFILL p/L2D_CACHE p/L2D_CACHE_WB_VICTIM 
    9234664784     6459861017    114012233           63067608  4574273058              25409851           21894110   473396664              17948069 
   24037849726    15148630505    280018060          152744297 11443929770              61010668           56183905  1260778466              40479482 
   24386391325    15367272970    281729188          155559842 11613814136              61802885           55952781  1291828025              40209874 
   23961699772    15120624983    274424229          152828890 11421228091              60808774           54145726  1265265247              39733762 
   24157129348    15254944441    278121768          153950924 11523735154              61136351           54970816  1278464103              39597711 
   24316925066    15359498412    278614527          154828715 11603081896              61525268           54980786  1283202643              40078057 
   24610714304    15537184216    281194954          157013142 11739765681              62472079           55579194  1301878839              40408121 
   22164344239    14334455147    246960826          130858101 10820697093              52262947           49806551  1068949326              35333888 
       2033351        1185593        41555              11003      858978                  4244              10779       82674                  5933 
       4043841        2896295       110104              22717     1566242                  8396              22730      113887                 12359 
