# p/CPU_CYCLES p/INST_RETIRED p/BUS_ACCESS p/L1D_CACHE_REFILL p/L1D_CACHE p/L1D_CACHE_WB_VICTIM p/L2D_CACHE_REFILL p/L2D_CACHE p/L2D_CACHE_WB_VICTIM 
    9957973954     8434232613    259061278           76582064  5243079672              37414778           35489750   443217857              47525145 
   27247424094    22287045750    896778263          211719255 14205945226             107673587          130715757  1185223385             148295914 
   27485341037    22445026135    898303689          217773781 14328526459             110738497          132984618  1228447088             147362962 
   27097920388    22057303818    883145341          217273718 14093633225             110650758          130786648  1224616367             146081948 
   27540851972    22500351426    885244544          223535746 14377720786             113657379          130212375  1271250561             148421696 
   27686548305    22565042281    887536699          221408983 14458913614             112418741          133968095  1253550327             143880251 
   26675684482    21749084421    862967188          217845894 13891430037             111193276          126702443  1231235974             144657948 
   28056791024    22716125199    889628322          226132414 14602827956             114011940          135328344  1290099165             143753128 
   22622718703    18605052096    805651961          204440960 11543484506             105312652          112279652  1192339821             142077888 
   22640419382    18997082303    827069737          217317731 11621288305             113455541          107434107  1283809708             154435576 
   22748393357    19066288946    835942950          218725289 11669960294             114408352          109492180  1294935630             154766247 
   22472679789    18822995468    833849738          216990344 11507381694             113739542          108278700  1280560482             155304147 
   24581903912    20260692390    878485646          226902054 12589510227             116416050          122194973  1333684839             155454658 
   23352543575    18869050839    801576622          205782524 11902908397             104926840          112887803  1215342715             142407300 
    2895598465     2027762551     45216645           14744990  1484838070               6534311            8234095    99354520               8304317 
       3809370        2696660       121030              23806     1442258                  7774              26112      146074                 13885 
