# p/CPU_CYCLES p/INST_RETIRED p/BUS_ACCESS p/L1D_CACHE_REFILL p/L1D_CACHE p/L1D_CACHE_WB_VICTIM p/L2D_CACHE_REFILL p/L2D_CACHE p/L2D_CACHE_WB_VICTIM 
   10247500506     7468873724    158363254           64596676  5205652160              27349638           29545934   436191954              24226776 
   25167569776    16551352408    436836452          179695989 12102528159              79211245           82182924  1280363573              64688981 
   23947351651    15521707211    409850617          179512822 11377571778              79545707           73859370  1303232952              63846701 
   24232996252    15795647927    412291197          181615357 11546060828              80692762           73922740  1314790817              64412642 
   24299620192    15693019340    415754439          183917592 11522110700              81473958           74296988  1333570239              64620852 
   24322020702    15856389126    412773508          183056557 11597178754              80806742           74023210  1332943143              63533839 
   23901788766    15547709645    412093273          179817556 11377668066              79222702           73389110  1305097274              63337069 
   23988404616    15460736752    412143579          181508679 11363297631              79800808           73375755  1316457544              63515226 
   20720595839    13867782571    324910673          140430761 10123376364              61254602           60438961  1023718958              49437603 
       4858224        3058817       145333              29567     1889724                  9561              32449      196387                 18713 
