# p/CPU_CYCLES p/INST_RETIRED p/BUS_ACCESS p/L1D_CACHE_REFILL p/L1D_CACHE p/L1D_CACHE_WB_VICTIM p/L2D_CACHE_REFILL p/L2D_CACHE p/L2D_CACHE_WB_VICTIM 
   11427326941    12631359962    361797583           92802019  6613321437              51089024           35703665   453821234              63826023 
   22374476501    23783542684   1374302190          197956957 12484651155             124740933          125264964   913488484             266603705 
   24667515314    26297143475   1714806365          235758674 13365916938             147292866          141412871  1106228594             341794147 
   25252548278    27439980391   1717937290          231741569 14218371165             144605298          141743059  1095403015             334920625 
   24846729795    27236352619   1684197974          222395100 14122221703             137826043          139839729  1068757718             325804721 
   25521333228    27968381041   1696531671          226082849 14541323107             140971995          142314668  1073742435             326658767 
   25105869371    27703815212   1704901251          225449593 14316113971             140639000          140794153  1073866637             330304564 
   25401268022    27824509353   1703415369          225915692 14450148431             140517170          141003125  1074732205             329032582 
   25373192456    28125312683   1684920253          222591514 14618767777             138392894          140179367  1066606073             323374568 
   25016352971    27230460247   1742457157          231167364 14023166144             144375827          141670377  1092177304             339502761 
   23849306258    25899329890   1691299218          228123050 13223618636             144702079          137439165  1047629592             338337387 
   25147421540    27821251195   1723469563          225732853 14376776335             139204904          140188052  1102455959             332315919 
   24652629859    27112858880   1695151476          224655083 13965348451             140584063          137827761  1064044639             331082885 
   25606122856    28248738867   1709024195          224656753 14693131466             138836525          141868218  1088079774             326978176 
   24352016540    26469297157   1693021330          226522893 13620322785             142330617          139843435  1058170535             330888384 
   24529070542    26784596112   1712503384          228311922 13747257373             142735412          138607313  1077544403             336715161 
   26056099118    28515146847   1740355415          229979636 14864198249             141512867          143825509  1115426583             332829366 
   25057333569    27849944350   1712367411          225717411 14354616242             140663690          138770974  1081327050             332572859 
   25146295458    27675026091   1726152187          229637934 14255114843             143560504          140132172  1086608606             337356940 
   24376908179    26761418966   1674870539          223888711 13782146985             140476158          136026462  1048490164             328681420 
   25377437537    27786072760   1745623542          229810044 14373733781             142536029          142579476  1106773183             336868139 
   24389691594    26497915051   1724705843          229633437 13578065579             143607719          138070657  1083382269             341708492 
   25191537272    27507252210   1713635185          227062203 14260403220             140950448          139922998  1084607637             332331601 
   24466786679    26589384024   1716045469          228315978 13679099748             142967294          139985100  1074682844             336037519 
   25326035254    27857032832   1718676660          226481266 14450595031             140136727          141593684  1095050659             329096200 
   25149632522    27811430063   1698128118          226171799 14366729987             141430287          138940921  1072587458             330866233 
   24818385751    27228001537   1719049154          227052564 14028897710             141906047          141014974  1073354411             333999851 
   24251068713    26425533717   1715719683          229169367 13520726754             143987122          137916860  1068845348             340013942 
   24903492955    27353524250   1739597844          229905352 14047088897             143009923          139825492  1098977767             339129050 
   24986116421    27417617763   1737467685          231488763 14091083266             145119360          139970569  1090176518             341581991 
   25185030540    27551357530   1717671058          227319112 14255383557             141402369          139967494  1079519652             333529692 
   25618935979    28056323429   1732394630          228197692 14543820465             141033910          141649072  1098683730             333768540 
   25049105471    27447535045   1734009211          228727183 14156984886             142601631          143258844  1093710247             334086224 
   25542382210    28020372666   1733809591          230565650 14504413864             143848762          142153545  1092901806             336163604 
   24034351280    26247472784   1712354869          229070832 13403950587             144612316          137492329  1064649698             340012306 
   24908527556    27530301007   1716481088          223357720 14222220692             137757941          138513780  1089636726             330910243 
   24382760718    26479621489   1717714577          231833557 13541015470             146804728          139196728  1066596706             341650698 
   24997070097    27526283702   1736064099          227928559 14162814323             141064895          138166801  1102206362             338922934 
   25345883310    27755266736   1750122512          232038372 14292980997             144716654          142209300  1102165468             339444332 
   25331037762    27625053726   1737099265          228761423 14297590150             141864069          142263531  1098621854             336013760 
   24324179373    26425684022   1743685804          234596093 13491541171             148387339          140341383  1082820442             346065039 
   25048333129    27621089763   1730301429          226391931 14241141343             140375704          139734522  1092940092             335060604 
   23054739797    23077509944   1430436533          200611873 12497690732             123018938          122851616   954589392             280505739 
    4120462987     3079482572    164962294           31028579  1951191228              18903586           19204180   127390351              32890613 
