# p/CPU_CYCLES p/INST_RETIRED p/BUS_ACCESS p/L1D_CACHE_REFILL p/L1D_CACHE p/L1D_CACHE_WB_VICTIM p/L2D_CACHE_REFILL p/L2D_CACHE p/L2D_CACHE_WB_VICTIM 
    9280041409     6513726885    110356695           62458195  4616219085              24922393           21089269   474148267              17852931 
   24031245329    15195566162    261708937          154826554 11479361533              62592823           53162370  1267412242              37712935 
   24021036231    15173159192    258033828          154673984 11462623879              62531402           52189550  1270268048              37331701 
   24575812511    15529219481    263234959          158654078 11736035102              64009985           53253300  1303879747              37927258 
   23980716575    15153175943    257445769          154035587 11442783976              62241796           51643632  1265207899              37254813 
   24569000116    15532570216    261101802          158760326 11734869086              64024595           52529405  1304861724              37605988 
   23905732008    15120229324    253631362          154136655 11421211244              62252547           51093554  1265390451              36913855 
   22496534562    14532998327    232594352          134520044 10975582412              54393893           48647249  1092147430              33405182 
       3458024        2343239        58128              17920     1640775                  5772              14000      111966                  6048 
       3628534        2452581       119792              23203     1348690                  7753              27768      142310                 13642 
