# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
    6131576893     5277280691  5849917086           8457591          8221236             1532728896 
   24237824181    17506593391 21160277816          51547068         50359715             7041275257 
   23788364061    17329287649 20823392614          51400597         50140923             6776275483 
   24150560542    17598500045 21154633629          52175329         50893870             6867083550 
   24116383598    17615311032 21132924222          52205824         50948592             6875641388 
   23856523067    17430809337 20877926576          51535827         50297623             6794083379 
   23944043365    17493456858 20994108684          51813675         50557115             6812064327 
   24122268439    17552878795 21116908437          52301081         51010681             6874365634 
    6125646482     4442064300  5172633063           9952954          9665351             1367482710 
       3389272        2339961     2784205              2152             2058                 285520 
