# p/CPU_CYCLES p/INST_RETIRED p/INST_SPEC p/EXECUTIVE_ENTRY p/EXECUTIVE_EXIT p/INST_SPEC_RESTRICTED 
    6706991387     5746280587  6356466216           9348074          9122758             1674707151 
   23355965391    16874426733 20333574279          50293711         49136329             6686660466 
   24157358204    17629001179 21132854886          52193303         50911325             6854734532 
   23850552230    17441241027 20870148110          51586379         50343978             6752179461 
   24286080811    17702180843 21254117531          52651864         51370750             6874074205 
   24162985825    17631304107 21141256463          52159965         50895556             6833787720 
   23895042218    17454960091 20889026059          51669848         50438202             6750213139 
   24271694503    17683299678 21233139681          52533997         51239754             6874397427 
    5555284604     3997058425  4609844625           8718899          8469160             1174750765 
       3245752        2144618     2589444              2147             2064                 282385 
